Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
 සාදු සාදු එය එසේමයි මාගේ භාග්‍යවතුන්වහන්සේටත් උතුම් උ දර්ම රත්නයටත් ආර්ය්‍ය සංඝ රත්නයටත් මාගේ නමස්කාරය වේවා ,Religion, සාදු සාදු සිදු එය එසේමයි මාගේ භාග්‍යවතුන්වහන්සේටත් උතුම් උ දර්ම රත්නයටත් ආර්ය්‍ය මහා සංඝ රත්නයටත් මාගේ නමස්කාරය වේවා ,,,
 දෙවිදුන් ඔබ කරන කාර්යයන් මිනිසුන් සතුටු කිරීමටවත්  ඔබට ගෞරවයක් ලැබීමටවත් නොව දෙවිදුන්ගේ මහිමය ප්‍රසංශාව සදහා පමණක් කරන්න ,Religion, දෙවිදුන් වෙනුවෙන් ඔබ කරන කාර්යයන් මිනිසුන් සතුටු කිරීමටවත්  ඔබට ගෞරවයක් ලැබීමටවත් නොව දෙවිදුන්ගේ මහිමය ප්‍රසංශාව සදහා පමණක් කරන්න ,,,
 රජයේ ග්‍රාමීය ආර්තිකය ගොඩනැගීමේ ගෞරවය හිමි වන්නේ බැසිල් රාජපක්ෂ මහතාට ,Political, රජයේ ග්‍රාමීය ආර්තිකය ගොඩනැගීමේ ගෞරවය හිමි වන්නේ බැසිල් රාජපක්ෂ මහතාට ,,,
 විපක්ෂ නායකතුමා තාම ඉන්නේ හෝඩියේ පන්තියේ ,Political, විපක්ෂ නායකතුමා තාම ඉන්නේ හෝඩියේ පන්තියේ ,,,
 එහෙම කරන්න අමාරුයිදේශපාලනය කරන සිවුරු කාරයෝ බුදුහාමුදරුවන් කියපු දේ නෙවෙයි කියන්නෙ  ,Religion, දැන් නම් එහෙම කරන්න අමාරුයිදේශපාලනය කරන සිවුරු කාරයෝ බුදුහාමුදරුවන් කියපු දේ නෙවෙයි කියන්නෙ  ,,,
 එහෙම යි මේකෙන් තියෙන හොද දෙ තමයි  සිතහදා ගන්න තිබෙන දහම් කරුණු  🌹,Religion, එහෙම යි මේකෙන් තියෙන හොද ම දෙ තමයි  මේ සිතහදා ගන්න තිබෙන දහම් කරුණු  ,,🌹,
 සාදූ සාදූ සාදූ  🙏  උතුම් චෛත්‍යය රාජයාණන් වහන්සේලාට මාගේ නමස්කාරය වේවා  🙏,Religion, සාදූ සාදූ සාදූ    ඒ උතුම් චෛත්‍යය රාජයාණන් වහන්සේලාට මාගේ නමස්කාරය වේවා  ,,🙏 🙏,
 සාදු සාදු සාදු  සහතික ඇත්ත හේතුඵල නිරෝධය අවබෝධ කිරීමෙන් විදර්ශනාව  විනිවිද දැකීමෙන්  පමනක්මයි අතහැරීම ඉබේම සිදුවන්නේ ,Religion, සාදු සාදු සාදු  සහතික ඇත්ත හේතුඵල නිරෝධය අවබෝධ කිරීමෙන් විදර්ශනාව හෙවත්  විනිවිද දැකීමෙන්  පමනක්මයි අතහැරීම ඉබේම සිදුවන්නේ ,,,
 ශ්‍රිලනිප යෝජනා කමිටුවට හෙට බාරදෙයි ,Political, ශ්‍රිලනිප යෝජනා කමිටුවට හෙට බාරදෙයි ,,,
 හේතුත් ගෙන් සකස්වි වර්තමාන මො⁣හොතේම නිරුද්ධ කෙනෙක් පුත්ගලයෙක් හෝ මගෙ සිත යැයි කියා පැනවිය නොහැකි සිත සිතුවිලි ක්‍රියාතාරිත්වය සියලු දෙනාටම අවබෝද ⁣වීමට සියලු හේතු සකස්වේවා තෙරුවන් සරණයි ,Religion, හේතුත් ගෙන් සකස්වි වර්තමාන මේ මො⁣හොතේම නිරුද්ධ වන කෙනෙක් පුත්ගලයෙක් හෝ මගෙ සිත යැයි කියා පැනවිය නොහැකි සිත සිතුවිලි ක්‍රියාතාරිත්වය සියලු දෙනාටම අවබෝද ⁣වීමට සියලු හේතු සකස්වේවා තෙරුවන් සරණයි ,,,
 භාග්‍යවත් සම්බුදුරජානන්වහන්සෙට නමස්කාර වෙවා ,Religion, භාග්‍යවත් සම්බුදුරජානන්වහන්සෙට නමස්කාර වෙවා ,,,
 පොදුජන පෙරමුණේ මාධ්‍ය හමුවක් අමතමින් ඔහු කියා සිටියේ නීතිය සාධාරණයට ගරු කරන රජයක් දුමින්ද සිල්වා මහතා නිදහස් කිරීමට කටයුතු කරන ජනාධිපතිතුමාගෙන් ඔහු ගෞරවයෙන් ඉල්ලා සිටි බවයි ,Political, පොදුජන පෙරමුණේ මාධ්‍ය හමුවක් අමතමින් ඔහු කියා සිටියේ නීතිය සාධාරණයට ගරු කරන රජයක් ලෙස දුමින්ද සිල්වා මහතා නිදහස් කිරීමට කටයුතු කරන ලෙස ජනාධිපතිතුමාගෙන් ඔහු ගෞරවයෙන් ඉල්ලා සිටි බවයි ,,,
 චූටි දු මෙ කරා වු පිංකමින් නිදුක් නීරෝගී සියළු සිතුම් පැතුම් ඉෂ්ඨ සිද්ද වී යසඉසුරින් පිරී වාසනාවන්ත කාලයක් උදාවේවා බුදුසරණයි  ,Religion, චූටි දු මෙ කරා වු පිංකමින් නිදුක් නීරෝගී සියළු සිතුම් පැතුම් ඉෂ්ඨ සිද්ද වී යසඉසුරින් පිරී වාසනාවන්ත කාලයක් උදාවේවා බුදුසරණයි  ,,,
 සාදු සාදු සාදු මාද බැති සිතින් අනුමෝදම් වෙමි තෙරුවන් සරණයි ,Religion, සාදු සාදු සාදු මාද බැති සිතින් අනුමෝදම් වෙමි තෙරුවන් සරණයි ,,,
 අවුල් වියවුල් මකන්න මැතිවරණ කොමිසමෙන් නීති ,Political, අවුල් වියවුල් මකන්න මැතිවරණ කොමිසමෙන් නව නීති ,,,
 එකතු වන්න ධර්මය බෙදාා ගනිමු ,Religion, එකතු වන්න ධර්මය බෙදා ගනිමු ,,,
 සිංහල හින්දු අලුත් අවුරුදු කෑම ,Religion, සිංහල හින්දු අලුත් අවුරුදු කෑම ,,,
 ගණ දෙවිදුන් වන්දනාමාන කරන ලාංකික බැතුමතුන් ,Religion, ගණ දෙවිදුන් වන්දනාමාන කරන ශ්‍රී ලාංකික බැතුමතුන් උදෙසා ,,,
